Date	Close
7/23/2018	303.200012
7/24/2018	297.429993
7/25/2018	308.73999
7/26/2018	306.649994
7/27/2018	297.179993
7/30/2018	290.170013
7/31/2018	298.140015
8/1/2018	300.839996
8/2/2018	349.540009
8/3/2018	348.170013
8/6/2018	341.98999
8/7/2018	379.570007
8/8/2018	370.339996
8/9/2018	352.450012
8/10/2018	355.48999
8/13/2018	356.410004
8/14/2018	347.640015
8/15/2018	338.690002
8/16/2018	335.450012
8/17/2018	305.5
