Date	Close
7/23/2018	116.730003
7/24/2018	101.949997
7/25/2018	115.660004
7/26/2018	116.150002
7/27/2018	117.089996
7/30/2018	117.120003
7/31/2018	117.550003
8/1/2018	117.790001
8/2/2018	131.879997
8/3/2018	115.730003
8/6/2018	113.889999
8/7/2018	114.650002
8/8/2018	113.699997
8/9/2018	114.769997
8/10/2018	114.769997
8/13/2018	114.620003
8/14/2018	115.32
8/15/2018	114.970001
8/16/2018	114.730003
8/17/2018	114.68
