Date	Close
7/23/2018	205.070007
7/24/2018	205.699997
7/25/2018	209.080002
7/26/2018	206.619995
7/27/2018	210.860001
7/30/2018	208
7/31/2018	208.570007
8/1/2018	204.429993
8/2/2018	206.229996
8/3/2018	202.210007
8/6/2018	202.009995
8/7/2018	191.25
8/8/2018	191.419998
8/9/2018	202.05
8/10/2018	188.380005
8/13/2018	185.529999
8/14/2018	186.360001
8/15/2018	184.75
8/16/2018	186.880005
8/17/2018	192.270004
