Date	Close
7/23/2018	189.910004
7/24/2018	170.289993
7/25/2018	201.5
7/26/2018	207.389999
7/27/2018	207.990005
7/30/2018	209.070007
7/31/2018	207.110001
8/1/2018	207.25
8/2/2018	208.880005
8/3/2018	207.529999
8/6/2018	208.869995
8/7/2018	209.75
8/8/2018	210.240005
8/9/2018	213.320007
8/10/2018	217.580002
8/13/2018	215.460007
8/14/2018	215.039993
8/15/2018	215.050003
8/16/2018	215.490005
8/17/2018	216.160004
